0,0,0,1
0.051389,0.051389,0.051389,1
0.018505,0.06666,0.069893,1
0.039076,0.073821,0.10897,1
0.096979,0.16116,0.20595,1
0.094974,0.25069,0.30092,1
0.051626,0.30231,0.35255,1
0.1147,0.19666,0.46725,1
0.066096,0.20883,0.53334,1
0,0,0,2
0.056448,0.056448,0.056448,2
0.063497,0.11837,0.11995,2
0.022268,0.12796,0.14221,2
0.1255,0.23572,0.26771,2
0.045896,0.2287,0.31361,2
0.059277,0.17145,0.37288,2
0.028722,0.19862,0.4016,2
0.019254,0.20646,0.42086,2
0.024641,0.18316,0.4455,2
0.019559,0.1636,0.46506,2
0.050414,0.11385,0.51547,2
0.016714,0.11259,0.53219,2
0.077027,0.057874,0.60921,2
0.026208,0.046004,0.63542,2
0.026801,0.049424,0.66222,2
0.099376,0.10565,0.7616,2
0.035505,0.094948,0.7971,2
0.046605,0.06239,0.84371,2
0.02957,0.089144,0.87328,2
0.033807,0.12289,0.90709,2
0.15401,0.095048,1.0611,2
0,0,0,3
0.03944,0.03944,0.03944,3
0.041192,0.034994,0.080632,3
0.050758,0.06376,0.13139,3
0.033519,0.03172,0.16491,3
0,0,0,4
0.089139,0.089139,0.089139,4
0.11034,0.094304,0.19948,4
0.11979,0.14648,0.31927,4
0,0,0,5
0.034491,0.034491,0.034491,5
0.028599,0.051819,0.063089,5
0.0041225,0.049037,0.067212,5
0.016455,0.059266,0.083667,5
0.050294,0.082496,0.13396,5
0.10267,0.17489,0.23663,5
0.15597,0.29738,0.39261,5
0.023425,0.28134,0.41603,5
0,0,0,6
0.014931,0.014931,0.014931,6
0.17348,0.18643,0.18841,6
0.18061,0.36481,0.36903,6
0.20195,0.30337,0.57097,6
0,0,0,7
0.13035,0.13035,0.13035,7
0.014284,0.11686,0.14464,7
0.25632,0.3632,0.40095,7
0.15352,0.48351,0.55447,7
0.158,0.57,0.71247,7
0,0,0,8
0.050259,0.050259,0.050259,8
0.14384,0.1897,0.1941,8
0.13007,0.31858,0.32417,8
0,0,0,9
0.079349,0.079349,0.079349,9
0.032231,0.10962,0.11158,9
0.035122,0.14444,0.1467,9
0.025646,0.16908,0.17235,9
0.081222,0.09037,0.25357,9
0.080251,0.1687,0.33382,9
0.052873,0.11607,0.38669,9
0.11849,0.13595,0.50518,9
0,0,0,10
0,0,0,11
0,0,0,12
0.053919,0.053919,0.053919,12
0.056351,0.1035,0.11027,12
0.04897,0.066085,0.15924,12
0.17994,0.16154,0.33918,12
0,0,0,13
0,0,0,14
0,0,0,15
0,0,0,16
0.08003,0.08003,0.08003,16
0.025313,0.10171,0.10534,16
0.12394,0.21433,0.22929,16
0.2005,0.41481,0.42979,16
0,0,0,17
0,0,0,18
0.020971,0.020971,0.020971,18
0.039517,0.030755,0.060488,18
0.018747,0.045642,0.079234,18
0.0032193,0.043654,0.082453,18
0.024868,0.044672,0.10732,18
0.017751,0.062315,0.12507,18
0.012241,0.062287,0.13731,18
0.028883,0.050889,0.1662,18
0.025227,0.032988,0.19142,18
0.089899,0.11216,0.28132,18
0.023316,0.13204,0.30464,18
0.042235,0.16283,0.34687,18
0.10406,0.14958,0.45094,18
0,0,0,19
0.021065,0.021065,0.021065,19
0.052131,0.069776,0.073196,19
0.10369,0.046497,0.17689,19
0.078095,0.075575,0.25498,19
0.075289,0.11366,0.33027,19
0.11579,0.063659,0.44606,19
0.15952,0.1957,0.60558,19
0.021338,0.20819,0.62692,19
0.036162,0.17285,0.66308,19
0.12644,0.27975,0.78952,19
0.042219,0.27747,0.83174,19
0.030773,0.25075,0.86251,19
0.077124,0.29795,0.93964,19
0,0,0,20
0.017575,0.017575,0.017575,20
0.046733,0.029629,0.064307,20
0.095722,0.092386,0.16003,20
0.11657,0.20894,0.2766,20
0.12573,0.20218,0.40234,20
0.17604,0.28058,0.57838,20
0,0,0,21
0,0,0,22
0.044655,0.044655,0.044655,22
0.034346,0.076508,0.079002,22
0.018547,0.060665,0.097548,22
0.07991,0.084963,0.17746,22
0.18947,0.21574,0.36693,22
0.045074,0.25014,0.41201,22
0.013678,0.26381,0.42568,22
0.015294,0.27573,0.44098,22
0.016718,0.28073,0.4577,22
0.03233,0.30408,0.49003,22
0.056089,0.3095,0.54612,22
0.031476,0.28289,0.57759,22
0.017185,0.30002,0.59478,22
0.054854,0.32245,0.64963,22
0.15897,0.332,0.8086,22
0.083955,0.32144,0.89255,22
0,0,0,23
0.025626,0.025626,0.025626,23
0.027645,0.051757,0.053271,23
0.00067108,0.052145,0.053942,23
0.029684,0.054952,0.083626,23
0.033152,0.06277,0.11678,23
0.03694,0.090389,0.15372,23
0,0,0,24
0.068911,0.068911,0.068911,24
0.078818,0.11222,0.14773,24
0,0,0,25
0.19304,0.19304,0.19304,25
0.13667,0.060928,0.3297,25
0,0,0,26
0.069436,0.069436,0.069436,26
0,0,0,27
0.025613,0.025613,0.025613,27
0,0,0,28
0.025832,0.025832,0.025832,28
0.0035094,0.029166,0.029341,28
0.037816,0.048313,0.067158,28
0.026176,0.022188,0.093334,28
0.015771,0.035987,0.1091,28
0.013568,0.040883,0.12267,28
0.033496,0.027098,0.15617,28
0.047836,0.055262,0.204,28
0,0,0,29
0.070726,0.070726,0.070726,29
0.12778,0.15938,0.1985,29
0.038966,0.15391,0.23747,29
0.034284,0.18818,0.27175,29
0.027913,0.21595,0.29967,29
0.012891,0.22245,0.31256,29
0.020593,0.22718,0.33315,29
0.040355,0.2358,0.3735,29
0.053761,0.23038,0.42727,29
0.015159,0.23194,0.44242,29
0.0049811,0.22798,0.44741,29
0.029519,0.20455,0.47692,29
0.09848,0.23006,0.57541,29
0.078265,0.25393,0.65367,29
0.040673,0.24931,0.69434,29
0.047609,0.29106,0.74195,29
0.031909,0.29122,0.77386,29
0.024324,0.26833,0.79819,29
0.024741,0.24414,0.82293,29
0.026516,0.23644,0.84944,29
0.026593,0.24649,0.87604,29
0.090738,0.17287,0.96677,29
0,0,0,30
0.029039,0.029039,0.029039,30
0.034322,0.061265,0.063362,30
0.02917,0.05012,0.092531,30
0.063068,0.013674,0.1556,30
0.12182,0.10898,0.27742,30
0,0,0,31
0.071694,0.071694,0.071694,31
0.097721,0.026976,0.16941,31
0,0,0,32
0.038704,0.038704,0.038704,32
0.0076373,0.038516,0.046342,32
0.027769,0.063008,0.074111,32
0.038245,0.092856,0.11236,32
0.094996,0.18781,0.20735,32
0.0719,0.25662,0.27925,32
0.01392,0.26246,0.29317,32
0.12928,0.2528,0.42246,32
0.14564,0.38048,0.56809,32
0.020564,0.39695,0.58866,32
0.043028,0.38937,0.63168,32
0.10944,0.49779,0.74112,32
0.062796,0.43577,0.80392,32
0.052995,0.38489,0.85691,32
0.20408,0.19235,1.061,32
0,0,0,33
0.17249,0.17249,0.17249,33
0.03252,0.188,0.20501,33
0,0,0,34
0.049368,0.049368,0.049368,34
0.02037,0.061301,0.069738,34
0.043969,0.045526,0.11371,34
0.04818,0.039495,0.16189,34
0.071831,0.10061,0.23372,34
0.019714,0.11618,0.25343,34
0.057265,0.17318,0.3107,34
0.065295,0.2348,0.37599,34
0.054459,0.23647,0.43045,34
0.10927,0.33506,0.53973,34
0.25229,0.57448,0.79201,34
0.17269,0.41171,0.9647,34
0.073105,0.43762,1.0378,34
0.18448,0.62067,1.2223,34
0,0,0,35
0.031731,0.031731,0.031731,35
0,0,0,36
0.017832,0.017832,0.017832,36
0.060932,0.045166,0.078764,36
0.20152,0.2093,0.28028,36
0.16122,0.12536,0.44151,36
0,0,0,37
0,0,0,38
0,0,0,39
0,0,0,40
0.016846,0.016846,0.016846,40
0.030252,0.046908,0.047098,40
0.035066,0.08138,0.082164,40
0.046555,0.12775,0.12872,40
0.079905,0.20406,0.20862,40
0.031605,0.19662,0.24023,40
0.091699,0.28731,0.33193,40
0.036049,0.25342,0.36798,40
0,0,0,41
0.03484,0.03484,0.03484,41
0.014486,0.042342,0.049325,41
0.018728,0.037875,0.068053,41
0.0057691,0.038873,0.073822,41
0.0071001,0.036996,0.080922,41
0.021698,0.046777,0.10262,41
0.014825,0.048468,0.11744,41
0.06072,0.10664,0.17816,41
0.077957,0.18398,0.25612,41
0.062832,0.13412,0.31895,41
0.015632,0.14285,0.33459,41
0.31148,0.44869,0.64607,41
0.074353,0.50281,0.72042,41
0.12208,0.52588,0.84251,41
0.090781,0.61389,0.93329,41
0,0,0,42
0.024302,0.024302,0.024302,42
0.063541,0.049387,0.087843,42
0.033792,0.081315,0.12164,42
0.031521,0.10996,0.15316,42
0.0087623,0.11761,0.16192,42
0.029277,0.14522,0.1912,42
0.022159,0.13907,0.21336,42
0.028154,0.11537,0.24151,42
0.056963,0.16291,0.29847,42
0.028179,0.19032,0.32665,42
0,0,0,43
0.023427,0.023427,0.023427,43
0.029062,0.036798,0.05249,43
0.010038,0.041402,0.062528,43
0.032778,0.061503,0.095306,43
0,0,0,44
0,0,0,45
0.039869,0.039869,0.039869,45
0.020368,0.060088,0.060237,45
0.01452,0.060991,0.074757,45
0.096174,0.14121,0.17093,45
0.03615,0.12627,0.20708,45
0.070579,0.11595,0.27766,45
0,0,0,46
0.080465,0.080465,0.080465,46
0.14786,0.075632,0.22833,46
0.25417,0.31276,0.48249,46
0.01865,0.29565,0.50114,46
0,0,0,47
0.026467,0.026467,0.026467,47
0.016653,0.041984,0.043121,47
0.0053687,0.037316,0.04849,47
0.032618,0.060519,0.081108,47
0.094888,0.131,0.176,47
0.029052,0.12258,0.20505,47
0.064139,0.11362,0.26919,47
0.1044,0.07777,0.37359,47
0.17444,0.14084,0.54803,47
0,0,0,48
0.03406,0.03406,0.03406,48
0.033974,0.066183,0.068034,48
0.012575,0.053967,0.080609,48
0.010373,0.051118,0.090983,48
0.0032537,0.051114,0.094236,48
0.031987,0.073538,0.12622,48
0.0016532,0.072356,0.12788,48
0.024959,0.049176,0.15284,48
0.017331,0.032875,0.17017,48
0.026684,0.051903,0.19685,48
0.069349,0.020593,0.2662,48
0.031034,0.035579,0.29723,48
0.074388,0.039804,0.37162,48
0,0,0,49
0.09898,0.09898,0.09898,49
0.11062,0.20509,0.2096,49
0,0,0,50
0,0,0,51
0.040278,0.040278,0.040278,51
0.0089301,0.046587,0.049209,51
0.019715,0.026943,0.068923,51
0.26466,0.27311,0.33358,51
0,0,0,52
0.035178,0.035178,0.035178,52
0.0402,0.07462,0.075378,52
