1,0.023924
1,0.28605
1,0.19199
1,0.041208
1,0.073482
1,0.045493
1,0.017974
1,0.20072
1,0.072874
1,0.075438
1,0.050507
1,0.01981
1,0.28207
1,0.14299
1,0.16919
1,0.0022244
1,0.045939
1,0.066422
1,0.46254
1,1.5592
1,2.6979
1,15.757
1,1.9327
1,13.018
1,0.27336
1,0.29389
1,0.67119
1,1.1564
2,0.21735
2,0.059145
2,0.096702
2,0.25002
2,0.00024728
2,0.037441
2,0.023638
2,0.13261
2,0.072592
2,3.2703
2,17
2,23.538
2,0.56271
2,2.5575
3,0.069747
3,0.011682
3,0.59263
3,0.12545
3,0.20053
3,0.089375
3,7.3555
3,0.92894
3,0.11154
4,0.069088
4,0.52015
4,0.043636
4,0.16305
4,3.8505
4,2.542
4,1.9861
5,0.19388
5,0.50153
5,0.39916
5,3.7988
5,3.9069
6,0.10667
6,0.26863
6,0.18776
6,3.7363
7,0.18675
7,0.1187
7,9.033
7,3.36
8,0.2737
8,0.36504
8,3.4712
9,0.57849
9,0.57272
9,4.5872
10,0.2793
10,5.8463
11,0.30648
11,40.022
12,0.42749
12,5.1383
13,0.79597
13,7.0516
14,0.45913
14,9.9637
15,1.1738
16,1.0746
17,0.67622
18,0.891
19,2.5872
20,6.617
21,13.318
22,44.414
23,33.293
24,8.2544
25,11.446
26,12.452
27,9.4074
28,14.566
1,0.22962
1,0.15784
1,0.31169
1,0.0025794
1,0.020778
1,0.019465
1,0.017733
1,0.039976
1,0.0063758
1,0.090883
1,0.024818
1,0.00586
1,0.026649
1,2.4742
1,1.5829
1,5.6997
1,1.3217
1,0.90572
1,23.467
1,11.617
1,16.451
1,5.8515
2,0.0078529
2,0.26191
2,0.0023857
2,0.0044706
2,0.12435
2,0.0067133
2,2.9988
2,12.763
2,1.0933
2,68.106
2,41.565
3,0.40184
3,0.0033982
3,0.00019803
3,0.088526
3,8.8176
3,11.781
3,48.316
4,0.34706
4,0.00053435
4,0.11001
4,26.537
4,76.372
5,0.19849
5,0.18289
5,8.5307
5,101.96
6,0.33861
6,0.094013
6,38.013
7,0.29268
7,3.4376
7,124.32
8,0.37056
8,29.951
9,0.34
9,41.415
10,0.66015
10,166.34
11,0.75692
11,191.92
12,0.71756
13,0.77716
14,4.704
15,11.691
16,32.818
17,40.718
18,45.747
19,104.08
20,173.19
21,176.69
22,206.27
1,1.2948
1,4.3467
1,2.2246
1,0.68849
1,0.27619
1,0.38408
1,8.4831
1,1.3396
1,1.5649
2,8.7298
2,3.9993
2,0.99707
2,3.831
3,2.1675
3,1.6024
3,0.50445
4,1.454
4,8.6421
5,2.8285
6,4.8574
7,26.143
8,17.144
9,8.3673
1,0.11527
1,0.025418
1,0.22459
1,0.34194
1,1.1913
1,1.0447
1,2.2672
1,0.020666
1,0.14977
1,0.15186
1,0.38564
1,0.25632
1,3.4204
1,2.085
1,5.0399
1,4.391
1,0.72221
1,11.237
1,0.35785
2,0.056997
2,0.030614
2,1.4301
2,2.0596
2,0.5476
2,0.75602
2,4.1409
2,12.098
2,17.23
3,0.33999
3,0.63452
3,1.2261
3,0.27584
3,8.0197
3,5.3384
4,0.0075384
4,5.8828
4,0.30019
4,22.883
5,1.126
5,1.4619
5,13.648
6,1.5421
6,2.4553
6,0.5193
7,6
7,3.7755
8,5.928
8,25.703
9,4.878
9,1.3256
10,3.4437
11,5.5601
12,7.4067
13,10.626
14,18.984
15,30.803
16,56.081
17,44.799
18,11.165
19,9.0025
1,0.011252
1,0.22556
1,0.13636
1,0.17176
1,6.5231
1,10.041
1,3.3893
1,0.59901
1,0.27447
1,1.5798
1,3.4373
1,15.323
1,0.6842
1,3.6993
1,6.7479
1,3.0393
2,0.25994
2,0.054537
2,31.61
2,1.2951
2,0.74634
2,9.0759
2,1.4275
2,1.3406
3,0.53141
3,33.941
3,0.37841
3,9.7549
3,12.459
4,0.10306
4,44.36
4,10.932
4,5.459
5,6.6188
5,19.635
5,30.421
6,30.947
6,9.3893
7,50.889
7,10.9
8,43.877
8,12.22
9,37.505
10,48.798
11,40.983
12,25.781
13,34.861
14,17.221
15,2.4274
16,10.287
1,1.2708
1,0.0033639
1,0.34761
1,0.20557
1,0.068533
1,0.44067
1,0.17253
1,0.029135
1,0.042658
1,0.0078063
1,0.0097485
1,0.0038939
1,0.01048
1,0.0011642
1,0.026605
1,0.011429
1,0.028124
1,0.0030162
1,0.0078755
1,0.59896
1,0.12991
1,0.16377
1,0.028159
1,0.38201
1,0.23115
1,0.056843
1,0.27067
1,0.085878
1,0.09804
1,0.017151
1,0.19725
1,0.40097
1,1.0516
1,0.41522
1,0.93009
2,1.1633
2,0.13476
2,0.31645
2,0.21571
2,0.047635
2,0.018361
2,0.0053738
2,0.0098967
2,0.016772
